,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,RKC Waalwijk,34.0,23.0,7.0,4.0,93.0,36.0,76.0,24
1,2,Vitesse,34.0,21.0,7.0,6.0,70.0,37.0,70.0,24
2,3,RKC Waalwijk,34.0,21.0,6.0,7.0,87.0,47.0,69.0,24
3,4,FC Twente,34.0,19.0,8.0,7.0,64.0,35.0,65.0,24
4,5,NEC,34.0,18.0,10.0,6.0,79.0,59.0,64.0,24
5,6,Vitesse,34.0,17.0,9.0,8.0,82.0,46.0,60.0,24
6,7,Ajax,34.0,15.0,8.0,11.0,48.0,43.0,53.0,24
7,8,Feyenoord,34.0,13.0,6.0,15.0,42.0,45.0,45.0,24
8,9,PSV,34.0,13.0,6.0,15.0,40.0,49.0,45.0,24
9,10,AZ Alkmaar,34.0,14.0,2.0,18.0,55.0,70.0,44.0,24
10,11,Heerenveen,34.0,11.0,10.0,13.0,55.0,58.0,43.0,24
11,12,FC Twente,34.0,11.0,7.0,16.0,52.0,62.0,40.0,24
12,13,Vitesse,34.0,10.0,8.0,16.0,45.0,54.0,38.0,24
13,14,NEC,34.0,10.0,7.0,17.0,41.0,61.0,37.0,24
14,15,RKC Waalwijk,34.0,8.0,8.0,18.0,38.0,67.0,32.0,24
15,16,Roda,34.0,9.0,4.0,21.0,42.0,78.0,31.0,24
16,17,FC Utrecht,34.0,6.0,6.0,22.0,36.0,74.0,24.0,24
17,18,Heracles Almelo,34.0,4.0,7.0,23.0,28.0,76.0,19.0,24
18,19,NAC Breda,,,,,,,,24
19,20,FC Groningen,,,,,,,,24
20,21,ADO Den Haag,,,,,,,,24
21,22,VVV-Venlo,,,,,,,,24
22,23,De Graafschap,,,,,,,,24
23,24,Excelsior,,,,,,,,24
