,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Twente,34.0,22.0,10.0,2.0,83.0,31.0,76.0,24
1,2,FC Utrecht,34.0,22.0,3.0,9.0,103.0,43.0,69.0,24
2,3,Heerenveen,34.0,21.0,6.0,7.0,64.0,38.0,69.0,24
3,4,FC Utrecht,34.0,19.0,7.0,8.0,68.0,42.0,64.0,24
4,5,FC Groningen,34.0,19.0,6.0,9.0,55.0,41.0,63.0,24
5,6,FC Twente,34.0,17.0,11.0,6.0,60.0,33.0,62.0,24
6,7,Ajax,34.0,12.0,7.0,15.0,36.0,53.0,43.0,24
7,8,PSV,34.0,11.0,9.0,14.0,50.0,63.0,42.0,24
8,9,Feyenoord,34.0,9.0,13.0,12.0,49.0,63.0,40.0,24
9,10,Vitesse,34.0,10.0,9.0,15.0,56.0,54.0,39.0,24
10,11,FC Utrecht,34.0,10.0,9.0,15.0,42.0,55.0,39.0,24
11,12,FC Twente,34.0,9.0,11.0,14.0,58.0,71.0,38.0,24
12,13,FC Groningen,34.0,10.0,8.0,16.0,40.0,56.0,38.0,24
13,14,Heerenveen,34.0,9.0,10.0,15.0,39.0,48.0,37.0,24
14,15,ADO Den Haag,34.0,10.0,7.0,17.0,44.0,66.0,37.0,24
15,16,AZ Alkmaar,34.0,7.0,12.0,15.0,51.0,69.0,33.0,24
16,17,Zwolle,34.0,6.0,10.0,18.0,33.0,62.0,28.0,24
17,18,Heracles Almelo,34.0,5.0,8.0,21.0,33.0,76.0,23.0,24
18,19,NAC Breda,,,,,,,,24
19,20,RKC Waalwijk,,,,,,,,24
20,21,NEC,,,,,,,,24
21,22,Roda,,,,,,,,24
22,23,VVV-Venlo,,,,,,,,24
23,24,Willem II,,,,,,,,24
