,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,ADO Den Haag,34.0,22.0,7.0,5.0,72.0,30.0,73.0,24
1,2,FC Groningen,34.0,21.0,8.0,5.0,65.0,34.0,71.0,24
2,3,Heracles Almelo,34.0,20.0,9.0,5.0,79.0,34.0,69.0,24
3,4,FC Groningen,34.0,17.0,8.0,9.0,55.0,44.0,59.0,24
4,5,ADO Den Haag,34.0,17.0,6.0,11.0,65.0,52.0,57.0,24
5,6,Roda,34.0,14.0,13.0,7.0,65.0,50.0,55.0,24
6,7,Ajax,34.0,16.0,6.0,12.0,63.0,55.0,54.0,24
7,8,FC Twente,34.0,14.0,7.0,13.0,65.0,56.0,49.0,24
8,9,PSV,34.0,13.0,8.0,13.0,55.0,51.0,47.0,24
9,10,AZ Alkmaar,34.0,12.0,8.0,14.0,53.0,54.0,44.0,24
10,11,FC Groningen,34.0,10.0,13.0,11.0,57.0,56.0,43.0,24
11,12,Roda,34.0,10.0,11.0,13.0,60.0,54.0,41.0,24
12,13,ADO Den Haag,34.0,12.0,5.0,17.0,44.0,60.0,40.0,24
13,14,Heracles Almelo,34.0,9.0,11.0,14.0,31.0,56.0,38.0,24
14,15,FC Utrecht,34.0,9.0,8.0,17.0,42.0,61.0,35.0,24
15,16,Feyenoord,34.0,10.0,5.0,19.0,45.0,66.0,35.0,24
16,17,NEC,34.0,6.0,3.0,25.0,34.0,76.0,21.0,24
17,18,Heerenveen,34.0,3.0,6.0,25.0,37.0,98.0,15.0,24
18,19,NAC Breda,,,,,,,,24
19,20,De Graafschap,,,,,,,,24
20,21,Vitesse,,,,,,,,24
21,22,Excelsior,,,,,,,,24
22,23,VVV-Venlo,,,,,,,,24
23,24,Willem II,,,,,,,,24
