,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,NAC Breda,34,25,5,4,66,22,80,24
1,2,FC Groningen,34,20,9,5,62,31,69,24
2,3,FC Utrecht,34,21,5,8,74,41,68,24
3,4,FC Groningen,34,19,8,7,71,33,65,24
4,5,NAC Breda,34,17,9,8,66,57,60,24
5,6,Feyenoord,34,17,5,12,53,36,56,24
6,7,AZ Alkmaar ,34,12,9,13,54,46,45,24
7,8,FC Twente ,34,13,6,15,44,54,45,24
8,9,Ajax ,34,11,11,12,41,44,44,24
9,10,PSV ,34,11,10,13,41,48,43,24
10,11,Heerenveen ,34,9,15,10,41,40,42,24
11,12,FC Groningen ,34,10,7,17,35,58,37,24
12,13,Feyenoord ,34,9,8,17,46,66,35,24
13,14,NAC Breda ,34,7,11,16,35,53,32,24
14,15,FC Utrecht ,34,8,8,18,41,58,32,24
15,16,Vitesse ,34,7,9,18,38,58,30,24
16,17,NEC ,34,7,9,18,24,58,30,24
17,18,Willem II ,34,7,8,19,38,67,29,24
18,19,Sparta Rotterdam ,,,,,,,,24
19,20,Heracles Almelo ,,,,,,,,24
20,21,ADO Den Haag ,,,,,,,,24
21,22,Roda ,,,,,,,,24
22,23,De Graafschap ,,,,,,,,24
23,24,FC Volendam ,,,,,,,,24
