,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,FC Twente,34,22,10,2,83,31,76,24
1,2,FC Utrecht,34,22,3,9,103,43,69,24
2,3,Heerenveen,34,21,6,7,64,38,69,24
3,4,FC Utrecht,34,19,7,8,68,42,64,24
4,5,FC Groningen,34,19,6,9,55,41,63,24
5,6,FC Twente,34,17,11,6,60,33,62,24
6,7,Ajax,34,12,7,15,36,53,43,24
7,8,PSV,34,11,9,14,50,63,42,24
8,9,Feyenoord,34,9,13,12,49,63,40,24
9,10,Vitesse,34,10,9,15,56,54,39,24
10,11,FC Utrecht,34,10,9,15,42,55,39,24
11,12,FC Twente,34,9,11,14,58,71,38,24
12,13,FC Groningen,34,10,8,16,40,56,38,24
13,14,Heerenveen,34,9,10,15,39,48,37,24
14,15,ADO Den Haag,34,10,7,17,44,66,37,24
15,16,AZ Alkmaar,34,7,12,15,51,69,33,24
16,17,Zwolle,34,6,10,18,33,62,28,24
17,18,Heracles Almelo,34,5,8,21,33,76,23,24
18,19,NAC Breda,,,,,,,,24
19,20,RKC Waalwijk,,,,,,,,24
20,21,NEC,,,,,,,,24
21,22,Roda,,,,,,,,24
22,23,VVV-Venlo,,,,,,,,24
23,24,Willem II,,,,,,,,24
