,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Perugia,42.0,19.0,17.0,6.0,58.0,36.0,74.0,30
1,2,Torino,42.0,21.0,11.0,10.0,56.0,34.0,74.0,30
2,3,Treviso,42.0,21.0,11.0,10.0,49.0,31.0,74.0,30
3,4,Perugia,42.0,18.0,10.0,14.0,58.0,48.0,64.0,30
4,5,Ascoli,42.0,16.0,14.0,12.0,47.0,37.0,62.0,30
5,6,Torino,42.0,17.0,11.0,14.0,51.0,52.0,62.0,30
6,7,Triestina,42.0,15.0,16.0,11.0,60.0,47.0,61.0,30
7,8,Vicenza Calcio,42.0,14.0,15.0,13.0,51.0,54.0,57.0,30
8,9,Empoli,42.0,13.0,17.0,12.0,41.0,37.0,56.0,30
9,10,Perugia,42.0,16.0,8.0,18.0,44.0,46.0,56.0,30
10,11,Torino,42.0,14.0,13.0,15.0,55.0,51.0,55.0,30
11,12,Treviso,42.0,13.0,16.0,13.0,42.0,44.0,55.0,30
12,13,Modena,42.0,13.0,14.0,15.0,48.0,45.0,53.0,30
13,14,Ascoli,42.0,12.0,15.0,15.0,51.0,52.0,51.0,30
14,15,Hellas Verona,42.0,12.0,15.0,15.0,50.0,57.0,51.0,30
15,16,Ternana,42.0,12.0,14.0,16.0,47.0,61.0,50.0,30
16,17,AS Bari,42.0,12.0,13.0,17.0,59.0,67.0,49.0,30
17,18,Piacenza,42.0,12.0,12.0,18.0,43.0,54.0,48.0,30
18,19,AlbinoLeffe,42.0,10.0,16.0,16.0,43.0,61.0,46.0,30
19,20,Catania,42.0,7.0,14.0,21.0,33.0,58.0,35.0,30
20,21,Crotone,42.0,5.0,11.0,26.0,40.0,82.0,26.0,30
21,22,Calcio Arezzo,42.0,19.0,19.0,4.0,72.0,44.0,0.0,30
22,23,Salernitana,,,,,,,,30
23,24,AC Cesena,,,,,,,,30
24,25,Vicenza Calcio,,,,,,,,30
25,26,Triestina,,,,,,,,30
26,27,Pescara,,,,,,,,30
27,28,Venezia,,,,,,,,30
28,29,Catanzaro,,,,,,,,30
29,30,Genoa,,,,,,,,30
