,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Palermo,46,22,17,7,75,39,83,26
1,2,Cagliari,46,23,14,9,80,51,83,26
2,3,Livorno,46,20,19,7,75,45,79,26
3,4,F.C. Messina Peloro,46,21,16,9,71,45,79,26
4,5,Atalanta,46,19,20,7,59,36,77,26
5,6,Fiorentina,46,19,16,11,53,48,73,26
6,7,Ternana,46,18,15,13,64,52,69,26
7,8,Piacenza,46,17,17,12,50,47,68,26
8,9,Catania,46,18,13,15,53,53,67,26
9,10,Triestina,46,15,19,12,50,50,64,26
10,11,Ascoli,46,14,18,14,54,54,60,26
11,12,Torino,46,14,17,15,57,54,59,26
12,13,Vicenza Calcio,46,12,20,14,48,51,56,26
13,14,Napoli,46,10,26,10,35,43,56,26
14,15,Treviso,46,12,19,15,48,51,55,26
15,16,Genoa,46,13,16,17,57,62,55,26
16,17,Salernitana,46,14,13,19,36,53,55,26
17,18,AlbinoLeffe,46,13,15,18,47,59,54,26
18,19,Hellas Verona,46,13,14,19,54,65,53,26
19,20,Venezia,46,12,15,19,40,57,51,26
20,21,AS Bari,46,13,11,22,50,63,50,26
21,22,Pescara,46,11,13,22,46,69,46,26
22,23,Avellino,46,8,13,25,51,69,37,26
23,24,Como,46,7,12,27,34,71,33,26
24,25,AS Bari,,,,,,,,26
25,26,Venezia,,,,,,,,26
