,rank,team_name,GP,W,D,L,GF,GA,P,team_n
0,1,Barcelona,38,31,6,1,98,24,99,20
1,2,Real Madrid,38,31,3,4,102,35,96,20
2,3,Valencia,38,21,8,9,59,40,71,20
3,4,Sevilla,38,19,6,13,65,49,63,20
4,5,Mallorca,38,18,8,12,59,44,62,20
5,6,Getafe,38,17,7,14,58,48,58,20
6,7,Villarreal,38,16,8,14,58,57,56,20
7,8,Athletic,38,15,9,14,50,53,54,20
8,9,Atlético Madrid,38,13,8,17,57,61,47,20
9,10,Deportivo,38,13,8,17,35,49,47,20
10,11,Espanyol,38,11,11,16,29,46,44,20
11,12,Osasuna,38,11,10,17,37,46,43,20
12,13,Almería,38,10,12,16,43,55,42,20
13,14,Real Zaragoza,38,10,11,17,46,64,41,20
14,15,Sporting Gijón,38,9,13,16,36,51,40,20
15,16,Racing Santander,38,9,12,17,42,59,39,20
16,17,Málaga,38,7,16,15,42,48,37,20
17,18,Valladolid,38,7,15,16,37,62,36,20
18,19,Tenerife,38,9,9,20,40,74,36,20
19,20,Xerez,38,8,10,20,38,66,34,20
